app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,DTI,UR,PLE
7014,0,1,15-Sep-05,120,FT,35,,R,,100,14,1,,,,,,0.453812779,46.4921875,1,1,142,3,-1,0.00,0.00,0.00
6933,0,1,15-Sep-05,200,SF,19,2,R,,,6,1,,,,,,0.205925878,65,,1,0,3,3,0.00,,0.11
6903,0,1,15-Sep-05,0,SO,20,1,R,,,18,,,,,,,0.068685311,35.8671875,1,0,,5,1,,,0.05
7006,0,1,15-Sep-05,1,SO,18,1,P,,,9,1,,,,,,0.653105477,45.21875,,1,0,3,-1,,,0.06
7013,0,1,15-Sep-05,720,SN,38,1,H,,2350,8,,0,,,,1642,0,34.8828125,,0,,5,-1,2.28,0.70,0.03
7034,0,1,15-Sep-05,0,SE,21,1,P,,,,,,,,,,0.097196379,38.375,,0,,5,3,,,0.05
6967,0,1,15-Sep-05,0,SA,19,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.05
6897,0,1,15-Sep-05,0,SE,18,1,P,,50,11,1,,2,1,7,,0.158573071,39.2109375,,1,0,3,-1,,0.00,0.06
6954,0,1,15-Sep-05,1,SO,20,1,,,,,,,,,,,0,,,0,,4,-1,,,0.05
6875,0,1,15-Sep-05,0,SA,19,1,,,,,,,,1,,,0,62.75,,0,,5,-1,,,0.05
6852,0,1,15-Sep-05,0,SO,19,1,R,,,,,,,,,,0,45.046875,,0,,5,-1,,,0.05
7025,0,1,15-Sep-05,0,SH,19,1,P,,,6,,0,0,0,5,,0,59.2890625,,0,,5,4,,,0.05
6929,0,1,15-Sep-05,1,SB,18,1,P,,,29,1,,12,,3,,0.128325551,26.80078125,,1,0,3,-1,,,0.06
7180,1,0,16-Sep-05,0,SE,18,1,P,,,23,1,,11,0,79,,0.264617844,77.25,,1,0,3,-1,,,0.06
7169,1,0,16-Sep-05,0,SC,19,1,P,1,,2,1,,0,0,48,,0.024362209,65.859375,1,1,21,3,1,,,0.05
-7085,,,16-Sep-05,0,SO,19,1,P,,1350,11,2,0,6,13,38,0,0.100226232,49.109375,1,2,806,3,4,,0.00,0.05
-7075,,,16-Sep-05,1,SB,18,1,P,2,,5,,35,15,,86,,0,87.375,1,0,,5,0,,,0.06
-7183,,,16-Sep-05,0,SD,18,1,P,,,,,,7,,30,,0.197131971,59.0078125,,0,,5,-1,,,0.06
-7240,,,16-Sep-05,0,SO,35,1,,1,,3,3,104,,5,30,,0.476286379,53.4140625,2,1,0,3,1,,,0.03
7148,1,0,16-Sep-05,0,SB,18,1,P,,,8,1,,12,,30,,0.062332287,46.8984375,,1,0,3,-1,,,0.06
7136,1,0,16-Sep-05,0,SH,18,1,,,,,,,21,0,30,,0,75.671875,1,0,,5,0,,,0.06
-7134,,,16-Sep-05,0,SN,18,0,P,,350,6,1,,15,0,28,0,0.066446274,40.5625,,1,0,3,-1,,0.00,0.00
-7254,,,16-Sep-05,0,SK,18,0,P,,,37,1,,7,0,25,,0,69.703125,1,1,0,3,0,,,0.00
7216,1,0,16-Sep-05,0,SB,19,1,,,,12,2,0,3,,22,,0.304548813,65.703125,3,1,839,3,0,,,0.05
-7257,,,16-Sep-05,0,SH,18,1,P,1,,5,2,,6,,21,,0.328824888,80.953125,1,2,33,3,-1,,,0.06
7229,1,0,16-Sep-05,0,SC,18,1,P,,,,,,10,2,19,,0.078377347,69.15625,,0,,5,-1,,,0.06
-7249,,,16-Sep-05,1,SH,19,1,P,,250,11,2,,,,18,95,0,75.8125,1,2,0,3,1,,0.38,0.05
7205,1,0,16-Sep-05,0,SG,18,1,P,1,150,5,1,,16,1,19,0,0.278467228,83.921875,,1,0,3,-1,,0.00,0.06
7230,1,0,16-Sep-05,0,SA,19,1,P,,,36,1,,6,1,17,,0.016478218,54.2890625,,1,0,3,-1,,,0.05
-7121,,,16-Sep-05,0,SC,19,0,P,,,29,1,,12,0,16,,0,70.8125,1,1,0,3,1,,,0.00
7147,1,0,16-Sep-05,100,SL,19,1,P,,,9,1,,16,0,17,,0.241598675,55.3515625,1,1,0,3,2,0.00,,0.05
7086,1,0,16-Sep-05,0,SO,18,1,P,,,,,,16,0,16,,0,57.9765625,,0,,5,-1,,,0.06
-7144,,,16-Sep-05,0,SO,18,1,P,1,,4,,50,17,0,16,,0.005476587,77.03125,,0,,5,-1,,,0.06
7224,1,0,16-Sep-05,0,SE,18,1,P,,,,,,19,0,13,,0.043265173,70.09375,,0,,5,-1,,,0.06
7195,1,0,16-Sep-05,200,SO,18,,P,,,,,,21,,15,,0,71.4375,,0,,5,-1,0.00,,0.00
7226,1,0,16-Sep-05,0,SL,20,2,P,,600,19,2,21,12,3,15,,0,84.109375,1,2,492,3,1,,0.00,0.10
-7073,,,16-Sep-05,0,SF,22,3,P,,,8,1,41,5,6,12,,0.050895365,46.65625,2,1,0,3,0,,,0.14
7155,1,0,16-Sep-05,0,SA,18,1,P,,,6,1,,5,0,13,,0.053992374,63.078125,,1,0,3,-1,,,0.06
7083,1,0,16-Sep-05,0,SE,18,1,P,,,,,,11,0,13,,0.066682077,85.28125,1,0,,5,0,,,0.06
7128,1,0,16-Sep-05,0,SO,18,1,P,,,37,1,,19,,12,,0.011876675,76.625,,1,0,3,-1,,,0.06
7215,1,0,16-Sep-05,0,SO,21,1,P,,,,,,15,,12,,0.033522888,67.828125,1,0,,5,0,,,0.05
-7241,,,16-Sep-05,0,SA,25,1,P,,,26,1,49,25,7,10,0,0,34.9921875,,0,,2,-1,,,0.04
-7261,,,16-Sep-05,840,SL,20,1,P,,,10,2,256,2,2,11,,0.389079801,43.9921875,1,1,433,3,1,0.00,,0.05
-7271,,,16-Sep-05,0,SE,23,0,P,,1650,20,1,41,26,5,10,,0,81.03125,2,1,761,3,0,,0.00,0.00
7260,1,0,16-Sep-05,0,SO,18,1,P,2,850,1,,,7,0,9,,0,53.953125,1,0,,5,1,,0.00,0.06
7198,1,0,16-Sep-05,0,SO,18,1,P,,,,,,12,14,10,,0.20880034,25.7421875,,0,,5,-1,,,0.06
-7193,,,16-Sep-05,0,SH,18,0,P,2,750,5,2,45,0,0,10,496,0.098062797,74.59375,2,1,0,3,1,,0.66,0.00
7088,1,0,16-Sep-05,0,SA,17,1,P,,,,,,11,,9,,0,86.90625,,0,,5,-1,,,0.06
-7188,,,16-Sep-05,0,SL,20,2,P,,950,12,1,275,,,7,,0.123322448,65.375,1,1,1042,3,-1,,0.00,0.10
7079,1,0,16-Sep-05,0,SO,18,,P,,,15,1,,10,0,7,,0.031582323,77.015625,1,1,0,2,1,,,0.00
7137,1,0,16-Sep-05,0,SK,17,1,P,,,,,,0,,6,,0.018258196,41.7890625,,0,,5,-1,,,0.06
-7171,,,16-Sep-05,0,SF,24,0,P,,3000,11,1,0,21,6,7,1395,0.328214387,58.4296875,1,1,0,3,0,,0.47,0.00
7250,1,0,16-Sep-05,0,SJ,18,1,P,1,,4,1,0,10,2,4,,0.008075938,71.96875,1,1,0,3,2,,,0.06
-7214,,,16-Sep-05,0,SH,18,1,,,,,,,19,,4,,0.184624357,59.515625,2,0,,5,0,,,0.06
-7191,,,16-Sep-05,0,SH,18,1,P,,,54,1,,19,0,3,,0.093735203,29.94921875,,1,0,3,-1,,,0.06
7234,1,0,16-Sep-05,0,SA,19,1,P,,,14,,38,3,3,4,,0.188020748,18.80078125,,0,,5,-1,,,0.05
-7186,,,16-Sep-05,1,SB,19,1,P,,,32,1,,2,1,2,,0,,,1,0,3,-1,,,0.05
7237,1,0,16-Sep-05,0,SG,19,1,P,,,24,1,,,,3,,0.110551525,70.03125,,1,0,3,-1,,,0.05
7213,1,0,16-Sep-05,0,SO,18,1,P,,,8,1,,6,0,9,,0,19.10546875,1,1,0,3,2,,,0.06
-7115,,,16-Sep-05,0,SO,20,1,P,,,15,,49,4,,3,,0.118900854,55.3359375,,0,,5,-1,,,0.05
7094,1,0,16-Sep-05,0,SA,20,1,P,,,,,,11,2,2,,0.28147848,53.2734375,1,0,,5,0,,,0.05
7084,1,0,16-Sep-05,0,SN,40,1,H,,3750,6,2,,3,10,2,1767,0.16372287,66.828125,1,2,0,3,-1,,0.47,0.03
-7117,,,16-Sep-05,0,SH,18,0,P,,500,7,1,,0,0,2,,0.032652883,50.1328125,,1,0,3,-1,,0.00,0.00
-7227,,,16-Sep-05,0,SB,18,0,P,,,,,,,,2,,0,54.59375,1,0,,5,0,,,0.00
7182,1,0,16-Sep-05,1,SE,17,1,P,,,,,,5,,3,,0.018300778,67.765625,,0,,5,-1,,,0.06
-7256,,,16-Sep-05,1,SA,19,1,R,,,31,1,,,,2,,0.288841669,40.171875,1,1,45,3,0,,,0.05
7100,1,0,16-Sep-05,1360,SO,34,,,,,,,,18,12,1,,0,29.50390625,,0,,5,-1,0.00,,0.00
-7174,,,16-Sep-05,1,SO,22,1,P,,,8,2,65,,,2,,0.084389865,54.71875,1,2,0,3,-1,,,0.05
-7274,,,16-Sep-05,0,SA,20,1,P,,,8,,0,25,1,2,,0,59.109375,,0,,5,3,,,0.05
7184,1,0,16-Sep-05,1,SB,19,1,P,,,,,,,2,,,0.069343267,60.71875,,0,,5,-1,,,0.05
-7272,,,16-Sep-05,0,SN,28,0,R,1,,3,5,,,2,,,0.377866561,26.41796875,,0,,5,-1,,,0.00
-7133,,,16-Sep-05,0,SO,37,1,R,,1400,28,1,,,,,,0,37.5859375,1,1,1275,3,-1,,0.00,0.03
-7163,,,16-Sep-05,0,SM,19,1,P,1,,5,1,35,,1,,,0.483245772,49.640625,2,1,0,3,0,,,0.05
7150,1,0,16-Sep-05,100,SB,18,0,P,,,,,,4,,,,0.303838805,35.984375,1,0,,5,2,0.00,,0.00
-7162,,,16-Sep-05,0,SA,46,1,R,,3950,14,3,,,,,1489,0.041404075,41.609375,1,3,2990,3,-1,,0.38,0.02
7245,1,0,16-Sep-05,0,SO,18,0,P,,,,,,,,2,,0.083376709,47.34375,,0,,5,-1,,,0.00
-7109,,,16-Sep-05,1,SA,19,1,P,3,10800,4,2,34,,13,1,3378,0.397566269,71.96875,2,2,0,3,1,,0.31,0.05
-7247,,,16-Sep-05,0,SH,20,0,P,,,17,2,,,2,,,0.039192915,74.984375,1,2,0,3,-1,,,0.00
-7232,,,16-Sep-05,0,SK,22,1,R,1,950,3,2,105,,,,279,0,52.8984375,2,2,312,3,1,,0.29,0.05
7108,1,0,16-Sep-05,300,SF,18,1,P,,,,,,23,0,2,,0.013811785,56.1953125,,0,,5,-1,0.00,,0.06
-7221,,,16-Sep-05,0,SA,20,1,P,,,28,1,,,,,,0.290878968,37.890625,1,0,,5,2,,,0.05
7113,1,0,16-Sep-05,1,SE,19,1,P,,450,18,1,,,,,,0.060673827,60.578125,,1,0,3,-1,,0.00,0.05
-7181,,,16-Sep-05,0,SA,18,1,P,1,,3,1,,,,,,0,83.515625,,1,0,3,-1,,,0.06
7236,1,0,16-Sep-05,0,SD,18,1,R,1,,4,,1,,,,,0.104840006,51.8125,1,0,,5,2,,,0.06
-7143,,,16-Sep-05,120,SA,19,1,P,,,,,,,,,,0.368751378,51.140625,1,0,,5,0,0.00,,0.05
-7156,,,16-Sep-05,0,SO,19,1,R,1,,5,2,125,,0,4,,0.025535393,77.359375,1,2,0,3,4,,,0.05
7211,1,0,16-Sep-05,0,SO,18,1,P,,,7,,18,3,0,5,,0,62.421875,1,0,,5,0,,,0.06
-7106,,,16-Sep-05,0,SA,19,1,P,3,10800,4,2,33,,14,2,3377,0.366980615,75.5625,2,2,0,3,1,,0.31,0.05
-7266,,,16-Sep-05,500,SO,21,,R,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
-7265,,,16-Sep-05,200,SO,21,,R,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
-7262,,,16-Sep-05,0,SO,20,1,,,,,,,,,,,0.036758015,51.0625,,0,,5,-1,,,0.05
7259,1,0,16-Sep-05,0,SO,17,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.06
7253,1,0,16-Sep-05,0,SO,21,,R,,,,,,,,,,0.105144413,43.390625,,0,,5,-1,,,0.00
7244,1,0,16-Sep-05,0,SK,21,1,R,,,,,,,,,,0.0548532,34.4375,,0,,5,-1,,,0.05
-7273,,,16-Sep-05,0,SD,18,1,R,1,9550,3,2,0,6,3,10,4217,0.507655263,60.578125,1,2,47,3,0,,0.44,0.06
-7206,,,16-Sep-05,1,SB,18,1,P,,,24,1,,6,,8,,0,71.671875,,1,0,3,-1,,,0.06
-7217,,,16-Sep-05,0,SD,20,1,R,,,,,,,,,,0.22218951,41.75,,0,,5,3,,,0.05
7201,1,0,16-Sep-05,0,SO,23,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
7160,1,0,16-Sep-05,0,SO,31,,R,,,,,,,,,,0,27.10546875,,0,,5,-1,,,0.00
-7125,,,16-Sep-05,1,SO,24,,P,,,,,,,,,,0.074270149,67.5625,,0,,5,-1,,,0.00
7107,1,0,16-Sep-05,0,SB,19,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.05
7096,1,0,16-Sep-05,0,SM,22,,,,,,,,,,,,0.159761342,44.625,,0,,5,-1,,,0.00
-7122,,,16-Sep-05,120,SO,16,,P,,,,,,,,,,0.258895,21.50390625,,0,,5,-1,0.00,,0.00
-7087,,,16-Sep-05,0,SC,18,1,P,,,,,,,,,,0.3907338,66.90625,,0,,5,-1,,,0.06
7159,1,0,16-Sep-05,0,SF,18,1,P,,,15,1,,4,0,11,,0.155741108,68.5,,1,0,3,-1,,,0.06
7095,0,1,16-Sep-05,400,SC,18,1,P,2,,5,1,41,25,0,77,,0.025652381,68.140625,2,1,0,3,2,0.00,,0.06
-7078,,,16-Sep-05,0,SF,18,0,P,,,,,,10,0,12,,0.066298951,84.34375,1,0,,5,0,,,0.00
-7077,,,16-Sep-05,1000,SD,23,1,R,,,9,1,45,,,,,0,62.0703125,1,1,194,3,4,0.00,,0.04
7194,0,1,16-Sep-05,0,SO,18,1,P,,,,,,23,,44,,0,75.921875,,0,,5,-1,,,0.06
7223,0,1,16-Sep-05,0,SE,18,1,P,,,,,,,,39,,0,59.4453125,1,0,,5,0,,,0.06
7153,0,1,16-Sep-05,1,SD,22,1,P,,50,21,1,0,26,2,38,,0.085434317,71.828125,,1,0,3,-1,,0.00,0.05
-7132,,,16-Sep-05,0,SF,25,0,P,,2900,16,2,0,19,7,14,0,0.117218549,56.4921875,,1,0,3,-1,,0.00,0.00
7251,0,1,16-Sep-05,1,SD,18,1,P,,,27,1,,21,0,33,,0.180548763,64.34375,,1,0,3,-1,,,0.06
7185,0,1,16-Sep-05,1,SG,21,1,P,,,26,1,,17,,22,,0,29.97265625,1,1,0,3,0,,,0.05
7101,0,1,16-Sep-05,0,SO,18,1,P,,,,,,23,0,19,,0,33.6796875,,0,,5,3,,,0.06
7070,0,1,16-Sep-05,120,SO,20,1,P,1,,2,3,,27,3,20,,0.098746276,83.546875,1,2,404,3,1,0.00,,0.05
7093,0,1,16-Sep-05,0,SB,18,1,,,,,,,12,,19,,0,68.21875,1,0,,5,1,,,0.06
7202,0,1,16-Sep-05,0,SO,18,1,P,,,24,1,,21,0,14,,0.066472909,71.328125,,1,0,3,-1,,,0.06
7197,0,1,16-Sep-05,0,SL,19,1,P,,750,6,,,9,0,14,186,0.029219873,82.453125,,0,,5,-1,,0.25,0.05
7235,0,1,16-Sep-05,1,SF,22,1,P,,350,18,3,0,14,5,13,,0.144974684,29.62890625,1,2,258,3,-1,,0.00,0.05
7219,0,1,16-Sep-05,0,SO,18,1,P,,,24,2,,8,0,13,,0.247203941,57.375,1,2,0,3,0,,,0.06
7127,0,1,16-Sep-05,0,SO,19,0,P,,,24,1,,10,1,12,,0.401729238,82.171875,,1,0,3,-1,,,0.00
7146,1,0,16-Sep-05,1,SB,18,1,P,,,26,1,,13,0,20,,0.268358002,60.3515625,,1,0,3,-1,,,0.06
7081,0,1,16-Sep-05,0,SO,21,1,P,,250,10,1,,10,4,12,248,0.053392382,56.9609375,,1,0,3,4,,0.99,0.05
7145,0,1,16-Sep-05,0,SO,19,2,P,,,33,1,,1,1,8,,0.215938357,49.328125,1,1,0,3,1,,,0.11
7152,0,1,16-Sep-05,0,SC,18,1,P,,,,,,,,20,,0.338068622,66.25,,0,,5,-1,,,0.06
7140,0,1,16-Sep-05,800,SB,20,1,P,,850,12,1,,,,8,775,0,74.125,1,1,59,3,-1,0.97,0.91,0.05
7258,0,1,16-Sep-05,0,SB,19,1,P,,,11,2,51,7,2,6,,0,68.484375,1,2,0,3,0,,,0.05
7222,1,0,16-Sep-05,0,SF,18,1,P,,,,,,23,0,28,,0,67.796875,,0,,5,-1,,,0.06
7111,0,1,16-Sep-05,0,SL,18,1,P,,,6,1,26,6,0,7,,0.201364345,55.765625,,1,0,3,2,,,0.06
7196,0,1,16-Sep-05,0,SA,18,1,P,,,,,,,,6,,0.60772158,44.328125,,0,,5,-1,,,0.06
7097,0,1,16-Sep-05,0,SF,18,1,P,,,30,2,,15,0,15,,0,61.984375,1,2,0,3,-1,,,0.06
7204,0,1,16-Sep-05,0,SF,18,1,P,,,25,1,,6,0,6,,0.107653067,75.515625,,1,0,3,-1,,,0.06
7142,0,1,16-Sep-05,0,SO,18,1,P,,,,,,,,,,0.304280674,68.125,,0,,5,-1,,,0.06
7090,1,0,16-Sep-05,0,SF,18,1,P,2,1200,6,1,,10,1,74,0,0.120459552,80.671875,1,1,0,3,2,,0.00,0.06
7139,1,0,16-Sep-05,0,SB,19,1,P,,,36,1,,9,1,36,,0,84.578125,,1,0,3,-1,,,0.05
7116,1,0,16-Sep-05,0,SO,18,1,P,,,,,,10,0,39,,0,75.3125,1,0,,5,1,,,0.06
7239,0,1,16-Sep-05,1,SA,18,1,P,,,59,1,,,0,,,0.104998417,67.015625,,1,0,3,-1,,,0.06
7129,0,1,16-Sep-05,1,SO,28,1,,,,13,1,,,1,,,0,77.46875,1,1,44,3,-1,,,0.04
7158,0,1,16-Sep-05,800,SB,38,,R,,,11,1,,,,,,0.264458261,58.6171875,,1,0,3,-1,0.00,,0.00
7130,0,1,16-Sep-05,1,SO,18,1,P,1,50,2,1,0,,0,,,0.494897826,35.40625,1,1,0,3,1,,0.00,0.06
7124,0,1,16-Sep-05,0,SO,21,0,R,,,11,,1,,0,,,0.009486443,64.90625,1,0,,5,1,,,0.00
7187,0,1,16-Sep-05,0,SB,28,1,R,,,6,,22,,,,,0.077296251,58.71875,,0,,5,-1,,,0.04
7175,0,1,16-Sep-05,0,SO,26,1,R,,,,,,,,,,0,,1,0,,5,0,,,0.04
7076,0,1,16-Sep-05,0,SF,18,0,,,,,,,,,,,0.169196676,65.5625,1,0,,5,0,,,0.00
7225,0,1,16-Sep-05,0,SC,18,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.06
7220,0,1,16-Sep-05,0,SO,22,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.05
7168,0,1,16-Sep-05,0,SK,25,1,R,,,,,,,,,,0,31.953125,,0,,5,-1,,,0.04
7161,0,1,16-Sep-05,0,SO,19,1,P,,,,,,,0,,,0,33.5546875,,0,,5,-1,,,0.05
7138,0,1,16-Sep-05,0,SB,23,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.04
7120,0,1,16-Sep-05,1,SO,19,1,R,,,,,,,,,,0.076785559,66.96875,,0,,5,-1,,,0.05
7082,0,1,16-Sep-05,0,FT,23,,R,,,,,,,,,,0.080637787,23.234375,,0,,5,-1,,,0.00
7284,1,0,17-Sep-05,600,SM,18,1,P,2,,2,2,,8,0,94,,0.047338578,74.65625,1,2,0,3,1,0.00,,0.06
-7488,,,17-Sep-05,0,SO,17,1,P,1,,5,,0,7,,58,,0,57.84375,1,0,,5,2,,,0.06
7439,1,0,17-Sep-05,0,SO,21,1,P,,200,21,2,,19,4,57,0,0.060896622,82.40625,1,2,0,3,-1,,0.00,0.05
-7508,,,17-Sep-05,0,SO,18,1,,,,,,,26,0,51,,0,49.8515625,,0,,5,-1,,,0.06
7444,1,0,17-Sep-05,0,SO,18,1,P,1,350,2,1,,15,0,50,0,0.06210553,88.265625,1,1,0,3,1,,0.00,0.06
7278,1,0,17-Sep-05,760,SM,24,1,P,,4300,7,1,0,4,3,34,1332,0,19.6015625,1,1,148,3,3,1.75,0.31,0.04
-7437,,,17-Sep-05,0,SA,19,1,P,,,8,2,,5,0,33,,0.066945967,80.515625,,1,0,3,3,,,0.05
-7332,,,17-Sep-05,0,SO,21,1,P,,500,7,1,,4,3,28,466,0.273172759,55.40625,,1,0,3,2,,0.93,0.05
7454,1,0,17-Sep-05,0,SE,18,1,P,1,,5,1,25,17,0,27,,0.076402569,93.3125,,1,0,3,-1,,,0.06
7421,1,0,17-Sep-05,0,SD,18,0,P,1,250,3,1,,8,1,27,,0.017244871,70.21875,1,1,0,3,1,,0.00,0.00
7383,1,0,17-Sep-05,1,SA,18,1,P,,,65,1,,3,0,27,,0,84.390625,,1,0,3,-1,,,0.06
7428,1,0,17-Sep-05,0,SO,19,1,P,,450,17,1,0,5,2,25,,0.305546549,57.1171875,1,1,414,3,-1,,0.00,0.05
7465,1,0,17-Sep-05,1,SB,19,1,,,800,11,1,30,18,1,25,0,0,90.328125,,1,0,3,-1,,0.00,0.05
7474,1,0,17-Sep-05,0,SO,18,1,P,,,,,,6,,27,,0,55.3359375,,0,,5,-1,,,0.06
-7477,,,17-Sep-05,0,SL,23,1,P,,,21,2,1,16,5,25,,0.083982901,99.5625,1,2,0,3,-1,,,0.04
7343,1,0,17-Sep-05,0,SO,18,1,P,1,,2,1,,7,0,24,,0,81.90625,,1,0,3,-1,,,0.06
7355,1,0,17-Sep-05,0,SC,20,1,P,1,,3,,0,27,1,23,,0.142858818,64.3125,1,0,,5,1,,,0.05
-7504,,,17-Sep-05,0,SC,18,1,P,,,,,,6,0,20,,0,49.8828125,,0,,5,-1,,,0.06
7348,1,0,17-Sep-05,1,SD,20,1,P,,2100,10,1,0,24,2,20,0,0.260799835,74.84375,1,1,0,3,0,,0.00,0.05
-7392,,,17-Sep-05,500,SB,21,1,,1,950,5,5,,,,19,188,0.135103305,45.546875,1,4,0,3,2,0.38,0.20,0.05
7308,1,0,17-Sep-05,0,SC,18,0,P,1,250,2,1,,15,,18,,0,78.25,,1,0,3,-1,,0.00,0.00
7376,1,0,17-Sep-05,0,SE,18,1,P,,,,,,25,0,16,,0,75.921875,,0,,5,-1,,,0.06
-7375,,,17-Sep-05,0,SH,19,1,P,,,25,1,,10,2,16,,0,44.3828125,,1,0,3,-1,,,0.05
7398,1,0,17-Sep-05,0,SH,19,1,P,,,18,1,,7,,16,,0.197149039,41.859375,1,1,0,3,0,,,0.05
7305,1,0,17-Sep-05,0,SO,18,1,P,1,,3,1,,18,0,15,,0,77.640625,,1,0,3,-1,,,0.06
7301,1,0,17-Sep-05,1,SB,18,1,P,,,,,,1,0,14,,0.120423949,69,1,0,,5,1,,,0.06
-7510,,,17-Sep-05,1,SO,19,0,P,,,,,,0,0,13,,0.167827451,48.5078125,,0,,5,-1,,,0.00
7415,1,0,17-Sep-05,0,SC,19,0,P,,,,,,20,0,14,,0.051970147,83.703125,,0,,5,-1,,,0.00
7397,1,0,17-Sep-05,240,SO,18,1,P,1,,5,2,29,17,,13,,0.012240122,87.625,1,2,0,3,3,0.00,,0.06
7466,1,0,17-Sep-05,10,SD,18,1,H,,,49,1,,21,0,12,,0.247660284,60.21875,,1,0,3,-1,0.00,,0.06
7347,1,0,17-Sep-05,0,SD,18,0,P,,,18,1,,21,1,10,,0.227543709,66.359375,,1,0,3,-1,,,0.00
-7311,,,17-Sep-05,0,SO,21,1,P,1,500,4,1,30,12,3,10,,0.185876217,31.4296875,,1,0,3,-1,,0.00,0.05
7468,1,0,17-Sep-05,0,SO,18,1,P,,,,,,,,9,,0,27.48828125,,0,,5,-1,,,0.06
-7314,,,17-Sep-05,0,SO,18,1,P,,,8,,0,4,0,9,,0.117269136,56.9296875,,0,,5,3,,,0.06
-7304,,,17-Sep-05,0,SO,18,1,P,,,8,,0,5,0,9,,0.107640751,59.375,,0,,5,3,,,0.06
7443,1,0,17-Sep-05,0,SO,20,1,P,1,2050,2,,30,21,2,9,,0.029042097,46.578125,1,0,,5,1,,0.00,0.05
7389,1,0,17-Sep-05,0,SE,18,1,P,,,10,2,,13,1,9,,0.022441235,77.9375,1,1,0,3,1,,,0.06
7281,1,0,17-Sep-05,0,SB,19,1,P,,50,12,1,1,14,2,8,,0,74.53125,1,1,0,3,1,,0.00,0.05
-7461,,,17-Sep-05,0,SO,18,0,P,,,,,,5,0,8,,0,85.828125,,0,,5,-1,,,0.00
-7312,,,17-Sep-05,0,SN,19,1,P,,,47,1,,0,0,9,,0.152766819,32,,1,0,3,3,,,0.05
-7370,,,17-Sep-05,0,SH,18,0,P,,,,,,20,0,8,,0,73.453125,,0,,5,-1,,,0.00
-7449,,,17-Sep-05,1,SO,25,1,H,1,100,2,2,0,13,,7,,0,55.9296875,2,2,27,3,1,,0.00,0.04
-7493,,,17-Sep-05,0,SC,19,1,,,,7,1,0,1,0,6,,0,77.34375,,1,0,3,3,,,0.05
7438,1,0,17-Sep-05,0,SO,18,1,P,,,,,,15,0,7,,0.204187453,65.53125,1,0,,5,1,,,0.06
7340,1,0,17-Sep-05,0,SM,18,0,P,,,7,1,,24,0,7,,0.242340464,67.796875,,1,0,3,3,,,0.00
-7290,,,17-Sep-05,0,SH,18,1,P,2,750,5,1,,2,0,7,,0.104396116,63.515625,1,1,0,3,0,,0.00,0.06
-7380,,,17-Sep-05,0,SO,21,2,P,,,10,2,,15,2,4,,0.359087905,46.4921875,1,1,0,3,1,,,0.10
-7363,,,17-Sep-05,0,SH,19,0,P,,,12,1,,14,1,5,,0,84.625,1,1,0,3,0,,,0.00
-7275,,,17-Sep-05,1,SL,21,1,P,1,500,2,1,140,17,1,5,713,0.270718911,48.359375,,1,0,3,4,,1.43,0.05
7325,1,0,17-Sep-05,0,SF,18,1,P,1,,5,,0,28,0,3,,0.275514982,36.3984375,1,0,,5,2,,,0.06
-7367,,,17-Sep-05,0,SB,22,0,P,,,,,,,,3,,0.134242158,83.375,,0,,5,4,,,0.00
-7384,,,17-Sep-05,0,SN,40,1,R,,500,20,5,,,12,2,,0.141215252,68.484375,1,3,286,3,4,,0.00,0.03
-7395,,,17-Sep-05,0,SB,20,2,P,,,15,3,0,,,3,,0.140178286,65.640625,1,3,0,3,0,,,0.10
-7390,,,17-Sep-05,0,SB,20,2,P,,,39,1,,,,2,,0.206146369,53.9140625,2,1,1300,3,1,,,0.10
7333,1,0,17-Sep-05,0,SO,19,,P,,,31,1,,7,0,3,,0.037195426,56.046875,1,1,0,3,1,,,0.00
7313,1,0,17-Sep-05,760,SB,22,1,P,,,23,2,,14,2,2,,0.097160815,37.515625,1,2,72,3,-1,0.00,,0.05
-7345,,,17-Sep-05,0,SO,42,1,R,2,3100,3,3,1,,0,,495,0.234177783,71.859375,1,3,0,3,3,,0.16,0.02
-7458,,,17-Sep-05,0,SF,20,1,P,,,12,2,,,,,,0.2476936,67.546875,1,0,,2,1,,,0.05
7503,1,0,17-Sep-05,0,SA,18,1,P,,,9,1,,,2,,,0,83.765625,,1,0,3,-1,,,0.06
-7282,,,17-Sep-05,500,SO,30,1,R,,,14,4,,,0,,,0,,2,2,0,3,1,0.00,,0.03
7286,1,0,17-Sep-05,0,SO,19,1,,,50,7,2,,,,,,0.466344671,45.0390625,1,2,0,3,-1,,0.00,0.05
-7361,,,17-Sep-05,0,SB,18,1,P,1,,3,2,0,,,,,0,,,1,0,3,-1,,,0.06
