app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,DTI,UR,PLE
2178,1,0,23-Aug-05,0,SB,19,0,P,2,150,4,1,85,13,1,42,0,0,78.46875,1,1,0,3,0,,0.00,0.00
2196,1,0,23-Aug-05,0,SA,18,0,P,,,,,,18,0,38,,0.075543382,59.71875,,0,,5,-1,,,0.00
2013,1,0,23-Aug-05,0,SA,20,0,P,,1050,16,1,,20,2,25,125,0.148192756,63.0859375,1,1,0,3,0,,0.12,0.00
1912,0,1,23-Aug-05,0,SF,20,2,,,1450,38,1,,20,,13,,0.193839148,40.9296875,1,1,1648,3,0,,0.00,0.10
2277,0,1,23-Aug-05,0,SB,18,0,P,,,24,1,,13,12,26,,0.283024955,63.171875,,1,0,3,-1,,,0.00
2055,0,1,23-Aug-05,0,SO,18,0,P,,,,,,7,,18,,0.207828761,52.375,,0,,5,-1,,,0.00
2088,0,1,23-Aug-05,0,SH,19,0,P,1,50,2,2,,15,3,21,0,0.166538433,73.796875,2,1,0,3,1,,0.00,0.00
2041,0,1,23-Aug-05,0,SC,18,0,P,1,50,2,1,1,0,0,12,,0,56.203125,,1,0,3,3,,0.00,0.00
2044,0,1,23-Aug-05,0,SF,19,0,P,,100,14,1,25,3,0,11,,0,59.875,1,1,180,3,-1,,0.00,0.00
2252,0,1,23-Aug-05,0,SA,18,0,P,,,,,,6,,8,,0.059197781,58.4296875,,0,,5,-1,,,0.00
2182,0,1,23-Aug-05,0,SN,25,0,P,,,,,,,,6,,0,69.578125,1,0,,5,0,,,0.00
2109,0,1,23-Aug-05,0,SB,18,0,P,,,,,,6,0,6,,0.192344294,57.0546875,,0,,5,-1,,,0.00
2218,0,1,23-Aug-05,0,SA,23,0,R,,,8,1,1,,,,,0.032484136,51.265625,,0,,3,-1,,,0.00
2038,0,1,23-Aug-05,1,SO,20,0,P,,,12,1,0,0,2,,,0,49.46875,,0,,5,-1,,,0.00
2253,0,1,23-Aug-05,0,SM,18,0,P,1,50,2,,,,,4,61,0.084567864,16.41015625,1,0,,5,2,,1.22,0.00
2049,0,1,23-Aug-05,1,SM,20,0,P,,,15,3,,0,,,,0,49.3359375,1,1,0,3,1,,,0.00
2133,0,1,23-Aug-05,0,SC,18,0,P,,,25,1,,3,,1,,0,45.15625,,1,0,3,-1,,,0.00
2027,0,1,23-Aug-05,1,SD,19,0,P,,350,11,3,1,,2,,372,0.126381693,50.5546875,,1,0,3,4,,1.06,0.00
1949,0,1,23-Aug-05,0,SH,19,0,P,,,34,1,,,,,,0.139523114,76.5,1,1,0,3,0,,,0.00
2024,0,1,23-Aug-05,0,SK,19,0,P,,100,16,1,,,2,,31,0.139252998,73.234375,1,1,0,3,1,,0.31,0.00
2204,0,1,23-Aug-05,0,SF,19,0,P,,,,,,,,,,0.23896789,53.03125,,0,,5,-1,,,0.00
2157,0,1,23-Aug-05,1,SO,29,4,H,,,,,,0,,4,,0.225207812,48.4453125,,0,,5,-1,,,0.14
1975,0,1,23-Aug-05,0,SA,20,1,P,,,19,1,0,14,4,44,,0,42.828125,1,1,0,3,0,,,0.05
2251,0,1,23-Aug-05,0,SO,18,0,P,,,32,1,,4,,80,,0.047984513,61.8671875,,1,0,3,-1,,,0.00
2026,1,0,23-Aug-05,1,SK,18,0,P,,,,,,17,0,52,,0,85,1,0,,5,0,,,0.00
1957,0,1,23-Aug-05,0,SA,18,0,P,,,,,,8,1,20,,0.110125445,84.53125,1,0,,5,0,,,0.00
2259,0,1,23-Aug-05,0,SO,18,0,P,,,,,,20,,80,,0,69.25,,0,,5,4,,,0.00
2207,0,1,23-Aug-05,400,SE,22,0,P,,,30,,,18,3,14,,0,80.828125,1,0,,5,0,0.00,,0.00
2173,0,1,23-Aug-05,0,SO,32,0,H,,,20,1,0,,,4,,0.012769995,52.265625,,1,0,3,2,,,0.00
2258,0,1,23-Aug-05,0,SO,18,0,P,2,,2,1,1,6,2,27,,0.088066273,89.375,1,1,0,3,0,,,0.00
2158,0,1,23-Aug-05,0,SO,18,0,P,1,,4,1,50,7,0,8,,0.242384895,59.9609375,1,1,33,3,2,,,0.00
2023,0,1,23-Aug-05,0,SM,31,0,R,,,,,,,,,,0.524507146,23.0546875,2,0,,5,1,,,0.00
1917,0,1,23-Aug-05,0,SD,19,0,P,,400,10,2,0,4,0,2,404,0.174461495,54.15625,1,1,0,3,0,,1.01,0.00
2076,0,1,23-Aug-05,840,SA,27,,R,1,950,2,1,95,,0,,,0.199281597,48.1171875,1,1,799,3,2,0.00,0.00,0.00
2036,0,1,23-Aug-05,0,SH,18,0,P,,,,,,5,,1,,0.495578042,69.875,,0,,5,-1,,,0.00
1863,0,1,23-Aug-05,0,SA,30,0,P,,,,,,,,,,0,38.625,1,0,,5,0,,,0.00
2254,1,0,23-Aug-05,1,SM,18,0,P,,,,,,7,0,58,,0,58.328125,1,0,,5,1,,,0.00
2194,0,1,23-Aug-05,0,SD,19,0,P,1,,4,,45,,1,,,0,90.359375,,0,,5,-1,,,0.00
1980,0,1,23-Aug-05,10,SO,19,0,P,,,58,1,,,0,2,,0.563556517,56.890625,2,1,0,3,0,0.00,,0.00
1866,0,1,23-Aug-05,120,SN,31,0,R,,,7,1,,,,1,,0.192935327,73.8125,1,1,0,3,0,0.00,,0.00
1864,0,1,23-Aug-05,0,SB,23,0,R,1,1000,3,1,35,,,,868,0.178497982,71.6875,1,1,0,3,0,,0.87,0.00
2167,0,1,23-Aug-05,0,SO,20,0,P,,400,9,1,1,2,1,3,187,0.035111707,47.2109375,,1,0,3,4,,0.47,0.00
1908,0,1,23-Aug-05,0,SG,22,1,P,,,,,,,,,,0.06292492,67.265625,1,0,,5,0,,,0.05
1918,0,1,23-Aug-05,0,SA,20,0,P,,,23,1,,8,2,5,,0.521584559,53.7578125,2,1,0,3,0,,,0.00
-1882,,,23-Aug-05,720,SB,28,5,H,,,,,,,,,,0.055438041,42.6015625,,0,,5,-1,0.00,,0.18
2560,1,0,24-Aug-05,2,SO,19,0,P,,,40,1,,6,0,33,,0.014139679,72.546875,,1,0,3,-1,,,0.00
-2608,,,24-Aug-05,0,SA,20,2,P,,,10,3,,13,2,34,,0,61.5078125,1,2,0,3,-1,,,0.10
-2509,,,24-Aug-05,0,SC,18,0,P,,,,,,9,0,45,,0.00387847,91.359375,,0,,5,-1,,,0.00
2412,1,0,24-Aug-05,0,SL,18,0,P,1,,1,1,1,17,0,40,,0,77.453125,,1,0,3,-1,,,0.00
2520,1,0,24-Aug-05,1,SB,18,0,P,,,,,,18,1,64,,0,82.65625,,0,,5,-1,,,0.00
-2585,,,24-Aug-05,1,SC,18,0,P,,,,,,12,0,59,,0.095254527,62.3984375,,0,,5,-1,,,0.00
2478,1,0,24-Aug-05,0,SD,21,0,P,,950,10,2,,11,3,52,,0,67.765625,1,2,937,3,-1,,0.00,0.00
-2589,,,24-Aug-05,1,SH,18,0,,,,46,1,,5,1,90,,0.118534624,56.2265625,,1,0,3,-1,,,0.00
-2329,,,24-Aug-05,0,SO,19,0,P,,,7,2,1,23,2,76,,0.131595309,56.734375,1,1,0,3,0,,,0.00
2494,1,0,24-Aug-05,0,SH,18,0,P,,,,,,12,0,65,,0,86.296875,,0,,5,-1,,,0.00
2578,1,0,24-Aug-05,0,SO,16,,P,,,,,,14,,56,,0,95.40625,,0,,5,-1,,,0.00
-2620,,,24-Aug-05,0,SF,18,0,P,,,28,1,,7,2,47,,0.018264749,74.734375,,1,0,3,-1,,,0.00
-2546,,,24-Aug-05,0,SE,19,0,P,1,550,2,3,25,19,0,46,0,0.08111731,73.40625,1,1,0,3,3,,0.00,0.00
2538,1,0,24-Aug-05,0,SC,19,0,P,,,23,1,,18,0,41,,0.056321286,69.5625,,1,0,3,-1,,,0.00
2493,1,0,24-Aug-05,0,SC,18,0,P,,,,,,2,0,46,,0,,1,0,,5,1,,,0.00
2469,1,0,24-Aug-05,0,SF,18,0,P,,,,,,10,,40,,0.056169488,54.2421875,,0,,5,-1,,,0.00
-2403,,,24-Aug-05,0,SO,19,0,P,,150,13,1,,15,0,40,1,0.030893161,79.078125,,1,0,3,-1,,0.01,0.00
-2328,,,24-Aug-05,0,SB,17,0,P,,,,,,12,,38,,0.037929259,68.03125,1,0,,5,2,,,0.00
-2434,,,24-Aug-05,1,SC,18,0,P,,,58,1,,18,0,38,,0.005522209,66.828125,,1,0,3,-1,,,0.00
2378,1,0,24-Aug-05,1,SO,18,0,P,,,37,1,,11,0,37,,0,96.25,,1,0,3,-1,,,0.00
2518,1,0,24-Aug-05,0,SD,18,0,P,,,,,,15,0,33,,0,58.28125,,0,,5,-1,,,0.00
2429,1,0,24-Aug-05,0,SO,18,0,P,,,,,,15,0,35,,0.108435639,71.71875,,0,,5,-1,,,0.00
2524,0,1,24-Aug-05,1,SO,21,0,P,2,800,5,2,,23,3,9,62,0.172927648,76.6875,1,1,0,3,-1,,0.08,0.00
2615,1,0,24-Aug-05,0,SO,18,0,P,,,42,,,6,0,36,,0.319830463,69,,0,,5,-1,,,0.00
2373,1,0,24-Aug-05,1,SA,19,0,P,,,,,,9,0,34,,0.074796185,46.2734375,1,0,,5,0,,,0.00
-2610,,,24-Aug-05,0,SB,18,0,P,,,,,,12,0,32,,0,83.3125,1,0,,5,0,,,0.00
2583,1,0,24-Aug-05,0,SO,18,0,P,1,900,2,,0,8,0,38,62,0,58.234375,,0,,5,4,,0.07,0.00
2389,1,0,24-Aug-05,800,SL,30,0,R,2,,2,2,,5,,32,,0.274265,39.0546875,2,1,0,3,1,0.00,,0.00
2562,1,0,24-Aug-05,0,SC,18,0,P,,,,,,7,0,28,,0.109799028,78.609375,,0,,5,-1,,,0.00
2458,1,0,24-Aug-05,0,SF,18,0,P,,,,,,23,0,25,,0,88.875,1,0,,5,0,,,0.00
2337,1,0,24-Aug-05,0,SF,19,1,H,1,350,4,1,36,12,,27,,0.073214225,60.140625,2,1,248,3,0,,0.00,0.05
2441,1,0,24-Aug-05,0,SM,18,0,,,,,,,20,1,25,,0,77.546875,,0,,5,-1,,,0.00
-2625,,,24-Aug-05,1,SN,17,0,P,,,,,,16,,23,,0.119675729,56.5,,0,,5,-1,,,0.00
2487,1,0,24-Aug-05,480,SO,18,0,P,,,19,1,,13,0,24,,0.028279574,55.5078125,2,1,0,3,1,0.00,,0.00
2444,1,0,24-Aug-05,0,SA,19,0,P,1,650,2,2,21,5,0,24,,0.366970108,44.953125,2,1,0,3,1,,0.00,0.00
-2602,,,24-Aug-05,1100,SN,26,0,P,1,,6,3,0,23,10,24,,0,69.765625,1,2,0,3,1,0.00,,0.00
2626,1,0,24-Aug-05,1,SM,19,0,P,,,31,1,,20,1,22,,0,56.6015625,,1,0,3,-1,,,0.00
2507,1,0,24-Aug-05,0,SO,18,0,P,,,,,,11,0,22,,0.042434469,78.671875,,0,,5,-1,,,0.00
2480,1,0,24-Aug-05,0,SO,18,0,P,,,,,,6,0,20,,0.100135068,84.546875,,0,,5,-1,,,0.00
2563,1,0,24-Aug-05,0,SC,17,0,P,,,,,,18,18,21,,0.102788056,42.3046875,1,0,,5,1,,,0.00
2455,1,0,24-Aug-05,0,SB,18,0,P,1,,1,2,,0,,18,,0.162788764,63.3125,1,1,0,3,-1,,,0.00
2456,1,0,24-Aug-05,24,SO,20,0,P,2,,3,1,0,16,4,18,,0,58.0859375,2,1,0,3,0,0.00,,0.00
-2360,,,24-Aug-05,700,SB,20,0,R,,,14,1,,,,,,0.052106961,74.359375,1,1,0,3,0,0.00,,0.00
2525,1,0,24-Aug-05,0,SA,18,0,P,,,,,,15,0,19,,0.112408698,91.140625,,0,,5,-1,,,0.00
2479,1,0,24-Aug-05,0,SM,22,1,P,,1900,14,2,0,1,1,17,,0.263348954,60.171875,1,2,1803,3,-1,,0.00,0.05
-2614,,,24-Aug-05,1,SD,18,0,P,,,,,,17,0,19,,0.166030932,61.328125,1,0,,5,1,,,0.00
2376,1,0,24-Aug-05,620,SA,19,0,P,1,300,4,2,,17,0,16,31,0.097298391,76.140625,1,1,0,3,3,0.05,0.10,0.00
2359,1,0,24-Aug-05,0,SO,18,0,P,,,55,1,,3,0,14,,0.04600082,77.6875,,1,0,3,-1,,,0.00
-2505,,,24-Aug-05,0,SD,18,0,P,,,8,2,,20,1,13,,0.014199209,73.96875,1,1,0,3,-1,,,0.00
2335,1,0,24-Aug-05,80,SB,19,0,P,2,,2,3,280,1,2,13,,0.001282782,81.4375,1,1,0,3,1,0.00,,0.00
2453,1,0,24-Aug-05,0,SO,18,0,P,,,6,1,42,18,,15,,0,77.75,,1,0,3,3,,,0.00
-2512,,,24-Aug-05,0,SF,19,0,P,,,6,1,0,,6,16,,0.378487193,58.8828125,,0,,5,3,,,0.00
-2417,,,24-Aug-05,0,SB,18,0,P,,,,,,19,0,14,,0.247025839,66.71875,,0,,5,-1,,,0.00
-2396,,,24-Aug-05,0,SA,20,0,P,1,,5,1,25,2,1,15,,0,77.328125,,0,,5,-1,,,0.00
-2605,,,24-Aug-05,0,SE,19,0,P,,,,,,20,1,15,,0.036322375,85.5625,,0,,5,4,,,0.00
2422,1,0,24-Aug-05,1,SG,19,0,P,,3150,7,1,14,4,2,13,,0,78.75,,1,0,3,-1,,0.00,0.00
2539,1,0,24-Aug-05,0,SB,18,0,P,,,,,,16,0,13,,0.030155727,82.765625,1,0,,5,0,,,0.00
2476,1,0,24-Aug-05,1,SM,18,0,P,,,,,,16,,12,,0.003383563,77.953125,,0,,5,-1,,,0.00
2511,1,0,24-Aug-05,0,SO,18,0,P,,,21,1,,0,0,9,,0.087704842,18.92578125,,1,0,3,-1,,,0.00
-2341,,,24-Aug-05,0,SB,18,0,P,1,500,2,,10,9,0,18,,0.091283541,36.03125,1,0,,5,1,,0.00,0.00
2368,1,0,24-Aug-05,0,SG,18,0,P,,,17,1,,22,0,10,,0.200350408,62.8125,,1,0,3,-1,,,0.00
2401,1,0,24-Aug-05,1,SD,18,0,P,1,,2,1,,8,0,10,,0.037195498,65.484375,,1,0,3,-1,,,0.00
-2537,,,24-Aug-05,0,SF,18,0,P,,,,,,14,0,10,,0,63.234375,,0,,5,-1,,,0.00
2490,1,0,24-Aug-05,0,SD,20,0,P,1,150,6,1,0,2,3,1,0,0.020105701,54.8828125,2,1,0,3,1,,0.00,0.00
2527,1,0,24-Aug-05,0,SL,19,0,P,,,,,,,,2,,0.05260356,59.3828125,,0,,5,-1,,,0.00
2463,1,0,24-Aug-05,0,SD,18,0,P,,,26,1,,24,0,13,,0,60.359375,,1,0,3,-1,,,0.00
2420,1,0,24-Aug-05,0,SF,18,0,P,,,10,1,16,27,0,10,,0.223209509,64.171875,,1,0,3,4,,,0.00
-2365,,,24-Aug-05,1,SO,18,0,P,,,,,,6,0,9,,0,77.25,1,0,,5,0,,,0.00
-2384,,,24-Aug-05,640,SD,20,0,P,,,18,1,0,,,9,,0.126749175,38.203125,2,1,0,3,0,0.00,,0.00
-2468,,,24-Aug-05,0,SD,20,0,P,,,13,1,33,4,2,8,,0.039534111,68.21875,,1,0,3,-1,,,0.00
2366,1,0,24-Aug-05,0,SC,19,0,P,,,21,2,,4,0,8,,0,67.109375,1,1,0,3,-1,,,0.00
2331,1,0,24-Aug-05,0,SA,18,0,P,,,66,1,,7,1,8,,0,99,,1,0,3,-1,,,0.00
2449,1,0,24-Aug-05,1,SN,18,0,P,,,16,1,,19,0,8,,0.013280949,60.1796875,,1,0,3,-1,,,0.00
2433,1,0,24-Aug-05,0,SA,18,0,P,,,16,2,,17,0,8,,0.05894083,76.0625,1,1,0,3,-1,,,0.00
-2482,,,24-Aug-05,0,SL,19,0,P,,,20,1,,1,3,5,,0,92.3125,1,1,0,3,0,,,0.00
2460,1,0,24-Aug-05,0,SN,18,0,P,1,,2,2,,16,0,5,,0,82.828125,1,1,0,3,-1,,,0.00
2347,1,0,24-Aug-05,0,SF,18,0,P,,,,,,15,,6,,0,43.484375,,0,,5,-1,,,0.00
2387,1,0,24-Aug-05,0,SC,18,0,P,,,,,,19,0,8,,0,76.671875,,0,,5,-1,,,0.00
-2590,,,24-Aug-05,1,SE,18,0,P,,,38,1,,2,0,6,,0,58.546875,,1,0,3,-1,,,0.00
-2355,,,24-Aug-05,0,SL,18,0,P,,,7,1,,15,,6,,0.195238537,46.2421875,,1,0,3,-1,,,0.00
-2603,,,24-Aug-05,1,SL,18,0,P,,,,,,5,0,7,,0,82.625,,0,,5,-1,,,0.00
-2395,,,24-Aug-05,0,SO,18,0,P,,,,,,23,,5,,0.073802996,39.4609375,,0,,5,3,,,0.00
-2499,,,24-Aug-05,0,SC,18,0,,,,,,,5,1,5,,0,73.578125,,0,,5,-1,,,0.00
2356,1,0,24-Aug-05,0,SC,18,0,P,,,,,,12,0,5,,0.030835329,84.03125,1,0,,5,2,,,0.00
-2564,,,24-Aug-05,0,SB,20,3,R,,,18,3,,,,4,,0.021379909,54.265625,2,1,0,3,0,,,0.15
2621,1,0,24-Aug-05,0,SO,19,0,P,,,32,1,,2,1,5,,0,36.90625,,1,0,3,-1,,,0.00
-2611,,,24-Aug-05,1,SC,18,0,P,,,,,,16,0,4,,0,86.1875,1,0,,5,0,,,0.00
2600,1,0,24-Aug-05,0,SK,18,0,P,,,,,,14,0,4,,0,65.03125,,0,,5,-1,,,0.00
2501,1,0,24-Aug-05,0,SO,19,0,P,,,13,1,,0,0,5,,0.27029468,27.7421875,,1,0,3,-1,,,0.00
2519,1,0,24-Aug-05,1,SF,18,0,P,,,22,1,,12,0,7,,0.027981995,62.53125,,1,0,3,-1,,,0.00
2474,1,0,24-Aug-05,0,SB,18,0,P,1,250,3,1,,9,0,5,,0,60.359375,,1,0,3,-1,,0.00,0.00
2471,1,0,24-Aug-05,0,SA,18,0,P,,,,,,18,0,8,,0,81.3125,,0,,5,-1,,,0.00
-2618,,,24-Aug-05,0,SO,19,0,P,,,16,1,1,,3,5,,0.033807693,94.015625,,1,0,3,4,,,0.00
2579,1,0,24-Aug-05,0,SF,21,0,P,1,,5,2,0,2,2,4,,0.391504268,51.9453125,2,1,0,3,2,,,0.00
-2556,,,24-Aug-05,0,SB,17,0,P,,,,,,23,0,4,,0,93.359375,,0,,5,-1,,,0.00
-2558,,,24-Aug-05,0,SM,17,0,P,,,,,,12,0,9,,0.111471149,80.40625,,0,,5,-1,,,0.00
-2464,,,24-Aug-05,1,SE,18,0,P,,,15,1,,19,0,10,,0.253211774,59.6796875,,1,0,3,-1,,,0.00
2340,1,0,24-Aug-05,0,SC,18,0,P,,,,,,1,,4,,0,,,0,,5,-1,,,0.00
2354,1,0,24-Aug-05,0,SM,21,3,P,,1650,49,1,,1,2,3,,0.020215525,73.015625,1,1,1040,3,-1,,0.00,0.14
2513,1,0,24-Aug-05,0,SC,18,0,P,,,,,,3,0,2,,0.160130834,39.390625,,0,,5,-1,,,0.00
2413,1,0,24-Aug-05,0,SB,19,0,P,1,,2,1,0,22,1,11,,0.106552286,52.875,1,1,0,3,1,,,0.00
2406,1,0,24-Aug-05,200,SO,18,0,P,2,50,3,2,,,0,3,,0.202265133,48.0390625,2,1,0,3,1,0.00,0.00,0.00
-2346,,,24-Aug-05,0,SO,19,0,P,,,,,,21,2,11,,0,68.796875,1,0,,5,0,,,0.00
2370,1,0,24-Aug-05,0,SO,18,0,P,,,,,,2,1,4,,0.065752314,56.0234375,,0,,5,-1,,,0.00
-2484,,,24-Aug-05,0,SG,19,0,P,,,8,1,,22,1,1,,0.022674015,68.03125,,1,0,3,3,,,0.00
-2410,,,24-Aug-05,0,SL,22,0,,,2950,7,1,1,18,,10,93,0.134605021,59.625,1,1,2301,3,-1,,0.03,0.00
-2617,,,24-Aug-05,0,SL,19,0,P,,,36,1,,,0,2,,0,14.4140625,,1,0,3,-1,,,0.00
2575,1,0,24-Aug-05,0,SL,17,0,P,,,,,,9,,11,,0.27110331,20.39453125,,0,,5,-1,,,0.00
2552,1,0,24-Aug-05,0,SO,23,0,P,1,2350,5,3,15,,6,2,0,0.242798737,80.78125,1,2,0,3,-1,,0.00,0.00
-2462,,,24-Aug-05,0,SO,20,0,R,3,1100,2,1,0,,,1,,0.082336232,76.578125,2,1,145,3,1,,0.00,0.00
-2492,,,24-Aug-05,0,SL,19,0,P,,100,6,2,,0,1,2,,0.004336335,86.140625,1,1,0,3,-1,,0.00,0.00
-2570,,,24-Aug-05,0,SA,19,0,P,,200,20,1,,6,3,16,,0.056388022,51.8515625,1,1,100,3,-1,,0.00,0.00
2432,1,0,24-Aug-05,1,SC,20,0,P,1,,2,1,0,,,12,,0.603544943,52.8671875,1,1,0,3,1,,,0.00
2419,1,0,24-Aug-05,600,SL,22,5,P,,500,22,1,45,2,5,1,496,0,67.609375,,0,,5,-1,0.83,0.99,0.23
-2436,,,24-Aug-05,0,SF,17,1,P,,,,,,,,2,,0.128641655,46.3125,,0,,5,-1,,,0.06
2551,1,0,24-Aug-05,0,SO,18,0,P,,,,,,20,0,15,,0.159651564,43.1484375,,0,,5,-1,,,0.00
2485,1,0,24-Aug-05,1,SA,18,0,P,,,,,,,,16,,0,56.7109375,,0,,5,-1,,,0.00
2374,1,0,24-Aug-05,0,SO,18,0,P,1,,3,2,25,,0,1,,0,93.609375,1,1,0,3,-1,,,0.00
-2592,,,24-Aug-05,1,SB,18,0,P,,,35,1,,2,0,16,,0,58.7421875,1,1,0,3,1,,,0.00
2332,1,0,24-Aug-05,0,SM,18,0,P,,,,,,13,0,15,,0.043524478,69.75,,0,,5,-1,,,0.00
-2448,,,24-Aug-05,0,SO,19,0,P,,,,,,,3,,,0.867334427,47.6015625,,0,,5,-1,,,0.00
2398,1,0,24-Aug-05,0,SH,20,0,P,,,16,1,,10,1,10,,0,68.109375,,1,0,3,-1,,,0.00
2472,1,0,24-Aug-05,0,SO,19,0,P,,,,,,26,1,7,,0.061758733,68.796875,,0,,5,-1,,,0.00
-2375,,,24-Aug-05,500,SN,27,0,R,,450,16,3,36,,5,,,0.20956788,43.8984375,,1,0,3,-1,0.00,0.00,0.00
-2531,,,24-Aug-05,0,SF,19,0,P,,200,13,1,1,11,1,15,,0,69.296875,1,1,217,3,-1,,0.00,0.00
2502,1,0,24-Aug-05,0,SD,18,0,P,,,,,,14,0,2,,0.01147143,63.0703125,,0,,5,-1,,,0.00
-2338,,,24-Aug-05,0,SO,21,3,R,,950,22,2,,,0,,,0.208106388,49.5859375,1,2,809,3,-1,,0.00,0.14
2418,1,0,24-Aug-05,260,SD,18,0,,,,6,2,,,,,,0,55.8828125,1,1,0,3,-1,0.00,,0.00
-2606,,,24-Aug-05,0,SO,18,0,P,,,,,,,1,,,0.444036519,43.2265625,,0,,5,-1,,,0.00
-2569,,,24-Aug-05,0,SH,18,0,P,,,,,,1,,15,,0.01786332,72.5,1,0,,5,2,,,0.00
-2604,,,24-Aug-05,0,SO,23,0,P,1,650,2,2,75,,3,,465,0.017369744,78.09375,1,1,0,3,2,,0.72,0.00
2399,1,0,24-Aug-05,0,SO,18,0,P,1,,2,,0,,0,,,0.137530864,66.046875,1,0,,5,1,,,0.00
-2327,,,24-Aug-05,0,SN,25,0,R,,,6,1,,,0,,,0.22566055,32.09375,,1,0,3,-1,,,0.00
-2541,,,24-Aug-05,0,SO,19,0,P,,,7,1,144,2,1,,,0.362887913,50.578125,3,1,0,3,0,,,0.00
-2522,,,24-Aug-05,1240,SN,26,0,R,,,18,1,39,,,,,0.151510538,25.71875,1,1,0,3,2,0.00,,0.00
-2381,,,24-Aug-05,0,SO,41,0,H,,,,1,,,,,,0,64.578125,,0,,5,-1,,,0.00
2616,1,0,24-Aug-05,320,SO,27,1,P,1,,2,1,0,27,11,18,,0.243801601,40.609375,1,1,554,3,3,0.00,,0.04
-2566,,,24-Aug-05,0,SM,23,0,R,,750,27,,25,,,,155,0.343692615,58.078125,,0,,5,-1,,0.21,0.00
2411,1,0,24-Aug-05,0,SG,21,0,R,,250,9,2,1,,,,,0.105102609,57.859375,1,1,0,3,-1,,0.00,0.00
-2593,,,24-Aug-05,0,SG,18,0,P,1,200,3,1,0,17,1,17,,0.055777269,71.09375,1,1,0,3,1,,0.00,0.00
2584,1,0,24-Aug-05,0,SL,18,0,P,,,,,,7,2,19,,0.172722364,68.328125,,0,,5,-1,,,0.00
-2547,,,24-Aug-05,10,SO,37,,,,,,,,,,,,0,51.6953125,,0,,5,-1,0.00,,0.00
2517,1,0,24-Aug-05,1000,SO,27,0,R,,,,,,,,,,0.174291767,33.609375,,0,,5,-1,0.00,,0.00
2457,1,0,24-Aug-05,500,SJ,23,,R,,,,,,,,,,0.084996762,54.0703125,,0,,5,-1,0.00,,0.00
2535,1,0,24-Aug-05,0,SA,34,0,P,,20900,12,1,0,27,16,19,9795,0,72.125,1,1,74,3,-1,,0.47,0.00
-2400,,,24-Aug-05,0,SO,18,0,P,,,,,,,0,,,0.152041907,74.171875,,0,,5,-1,,,0.00
2459,0,1,24-Aug-05,0,SL,18,0,P,,,12,1,52,15,,22,,0.156922459,75.390625,1,1,0,3,0,,,0.00
-2349,,,24-Aug-05,0,SO,18,0,P,,,,,,,,,,0.150405589,45.59375,,0,,5,-1,,,0.00
-2523,,,24-Aug-05,0,SO,18,0,P,,,22,2,,11,0,22,,0.030439764,77.5,1,1,0,3,-1,,,0.00
2597,0,1,24-Aug-05,0,SO,19,0,P,,,,,,15,0,69,,0.113315937,89.140625,1,0,,5,1,,,0.00
-2344,,,24-Aug-05,0,SO,18,0,R,,,,,,,,,,0,,,0,,5,-1,,,0.00
2568,0,1,24-Aug-05,0,SO,18,0,P,,,,,,6,0,34,,0.052976904,91.953125,,0,,5,-1,,,0.00
2367,0,1,24-Aug-05,1,SO,18,0,P,1,450,2,1,75,11,0,56,434,0,61.640625,,1,0,3,3,,0.96,0.00
2435,0,1,24-Aug-05,0,SD,18,0,P,1,100,2,2,0,24,0,40,,0.207753014,62.5703125,,1,0,3,2,,0.00,0.00
2451,1,0,24-Aug-05,0,SC,18,0,P,,,,,,24,0,23,,0,94.953125,,0,,5,-1,,,0.00
2442,1,0,24-Aug-05,0,SA,20,0,P,,,37,1,,13,1,21,,0.100525728,81.734375,,1,0,3,-1,,,0.00
2510,0,1,24-Aug-05,0,SB,18,0,P,,,,,,20,0,45,,0.392196463,80.78125,,0,,5,-1,,,0.00
2613,0,1,24-Aug-05,0,SA,19,0,P,,,19,1,,23,1,36,,0.10264096,45.953125,1,1,74,3,4,,,0.00
2450,0,1,24-Aug-05,1,SO,18,0,P,,,15,1,,10,,35,,0.110797405,21.90234375,,1,0,3,-1,,,0.00
-2350,,,24-Aug-05,0,SL,19,0,P,,,16,,20,5,1,23,,0,81.078125,,0,,5,-1,,,0.00
-2352,,,24-Aug-05,0,SH,18,0,P,1,,1,,1,4,0,24,,0.016783907,75.984375,,0,,5,-1,,,0.00
2333,0,1,24-Aug-05,0,SD,19,0,P,,200,19,1,,21,2,24,,0.086812255,57.21875,1,1,0,3,1,,0.00,0.00
-2477,,,24-Aug-05,0,SK,18,0,P,,,,,,6,0,25,,0.240245229,61.28125,,0,,5,-1,,,0.00
2437,0,1,24-Aug-05,1,SB,18,0,P,,,51,1,,6,0,61,,0,88.515625,,1,0,3,-1,,,0.00
2624,1,0,24-Aug-05,0,SM,18,0,P,,,,,,14,,25,,0.05394457,81.15625,,0,,5,-1,,,0.00
2348,0,1,24-Aug-05,0,SO,18,0,P,1,,5,1,1,15,2,21,,0.119474212,53.890625,2,1,0,3,2,,,0.00
2454,1,0,24-Aug-05,0,SO,18,0,P,1,,2,1,,11,,25,,0,43.6328125,1,1,0,3,1,,,0.00
